Date,Company,Title,Level,Standard Level,Skill Index,Location,Total Yearly Compensation,Base Salary (/year),Stock Grant (/year),Bonus (/year),Years of Experience,Years at Company,Tag,Gender,Other Details,,,,,,,,,,
4-10-2020,Cisco,Software Engineer,Software Engineer III,Software Engineer,26.8,"Feltham, EN, United Kingdom",44000,44000,,3000,2,2,API Development (Back-End),Male,Bachelor's degree. Software Engineer at IT department,,,,,,,,,,
4-10-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Seattle, WA",186000,140000,46000,0,4,4,API Development (Back-End),,Masters,,,,,,,,,,
4-10-2020,Flywire,Project Manager,Staff,,,"Boston, MA",70000,70000,,0,4,4,Corporate,Female,,,,,,,,,,,
4-10-2020,Honeywell,Software Engineer,Level 3 software engineer,,,"Atlanta, GA",100000,100000,3000,0,10,3,Full Stack,Male,Masters,,,,,,,,,,
4-10-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Edinburgh, SC, United Kingdom",109000,78000,27000,0,4,4,Full Stack,Male,,,,,,,,,,,
4-10-2020,Capital One,Software Engineer,Senior Software Eng,Software Engineer,36.54,"New York, NY",160000,147000,,13000,9,0.5,Distributed Systems (Back-End),Male,Sign up bonus: 20000,,,,,,,,,,
4-10-2020,Western Digital,Software Engineer,Sr. Staff Engineer,,,"Milpitas, CA",147000,121000,26000,0,8,6,Firmware,Male,Masters,,,,,,,,,,
4-10-2020,Google,Software Engineer,L5,Senior Engineer,51.02,"London, EN, United Kingdom",256000,130000,100000,26000,7,5,ML / AI,Male,,,,,,,,,,,
4-10-2020,Qualcomm,Software Engineer,Engineer,Entry Level Engineer,11,"San Diego, CA",108000,100000,8000,0,0,0,Networking,Male,Signing bonus 15000 - Masters,,,,,,,,,,
4-10-2020,Google,Software Engineer,L4,Software Engineer,30.61,"Zurich, ZH, Switzerland",210000,145000,45000,20000,1,1,Site Reliability (SRE),Male,Masters,,,,,,,,,,
4-10-2020,1010data,Sr Platform Analyst,Analyst,,,"New York, NY",137000,115000,,22000,10,4,Analytics,Male,Masters,,,,,,,,,,
4-10-2020,Intel,Software Engineer,Grade 7,Software Engineer,35.78,"Gdansk, PM, Poland",60000,46000,8000,6000,5,2,Distributed Systems (Back-End),,,,,,,,,,,,
4-10-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"New York, NY",285000,173000,112000,0,6,6,Full Stack,,,,,,,,,,,,
4-10-2020,Facebook,Software Engineer,E5,Senior Engineer,50.51,"New York, NY",460000,210000,200000,50000,10,0,API Development (Back-End),Male,Masters,,,,,,,,,,
4-10-2020,Google,Product Manager,L5,,,"London, EN, United Kingdom",243000,129000,86000,28000,14,2,Developer platforms,Male,Masters,,,,,,,,,,
4-10-2020,Facebook,Software Engineer,E4,Software Engineer,30.3,"Seattle, WA",284000,167000,100000,17000,4,0,Full Stack,Male,Masters,,,,,,,,,,
4-10-2020,Amazon,Product Manager,Senior Product Manager,,35.29,"Seattle, WA",215000,145000,25000,45000,15,1,Full Stack,Female,Masters,,,,,,,,,,
4-10-2020,EPAM,Software Testing,T4 - Lead Software Test Engineer,,,"Boston, MA",106000,103000,,3000,10,5,Testing,Male,Masters,,,,,,,,,,
4-10-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Seattle, WA",183000,144000,11000,28000,2,2,Full Stack,,,,,,,,,,,,
4-10-2020,PayPal,Software Engineer,T25,Senior Engineer,40.85,"San Francisco, CA",279000,190000,70000,19000,4,0,Distributed Systems (Back-End),Male,"Signing Bonus: 30,000 - PhD",,,,,,,,,,
4-10-2020,Nvidia,Senior Computer Vision Software Engineer,IC3,,,"Santa Clara, CA",210000,170000,25000,15000,2,1,ML / AI,Male,"Signing bonus - $35,000 - Masters",,,,,,,,,,
4-10-2020,DocuSign,Software Engineer,Senior,,,"San Francisco, CA",265000,185000,75000,10000,9,0,Full Stack,Male,,,,,,,,,,,
4-10-2020,Google,Hardware Engineer,L5,,,"Mountain View, CA",244000,175000,33000,36000,4,1,Full Stack,Male,,,,,,,,,,,
4-10-2020,Microsoft,Software Engineer,60,Entry Level Engineer,11.93,"Redmond, WA",167000,135000,18000,13000,2,0,API Development (Back-End),Female,Masters,,,,,,,,,,
4-10-2020,Twilio,Software Engineer,IC2,,,"San Francisco, CA",200000,150000,50000,0,4,1,API Development (Back-End),Male,,,,,,,,,,,
4-10-2020,Salesforce,Product Manager,Director,,57.14,"San Francisco, CA",385000,250000,85000,50000,7,1,ML / AI,Male,,,,,,,,,,,
4-10-2020,Amazon,Solutions Architect,L6,,,"San Francisco, CA",240000,185000,55000,0,15,3,Architecture,Male,,,,,,,,,,,
4-10-2020,kronos,Software Engineer,5,,,"Boston, MA",163000,145000,,18000,10,2,Distributed Systems (Back-End),,,,,,,,,,,,
4-10-2020,Walmart Labs,Software Engineer,Software Engineer 3,Software Engineer,25.53,"Sunnyvale, CA",197000,153000,20000,24000,2,2,Android,Female,Masters,,,,,,,,,,
4-10-2020,Amazon,Hardware Engineering Manager,L7,,,"Sunnyvale, CA",600000,185000,415000,0,22,8,"Data, Software, ML",Male,,,,,,,,,,,
4-10-2020,WeWork,Software Engineer,L5,Senior Engineer,57.07,"San Francisco, CA",185000,185000,,0,6,3,API Development (Back-End),,,,,,,,,,,,
4-10-2020,Walmart,Software Engineer,Staff Software Engineer,,,"Hoboken, NJ",280000,195000,45000,40000,7,3,Distributed Systems (Back-End),Male,,,,,,,,,,,
4-10-2020,Great American Insurance,Software Engineer,Senior 2,,,"Cincinnati, OH",105000,100000,,5000,7,7,Full Stack,Male,,,,,,,,,,,
4-10-2020,Facebook,Software Engineering Manager,E8,,,"Menlo Park, CA",633000,240000,363000,30000,9,1,ML / AI,,PhD,,,,,,,,,,
4-10-2020,HubSpot,Product Manager,Product manager,,,"Boston, MA",135000,115000,20000,0,3,1,N/A,Male,,,,,,,,,,,
4-10-2020,Amazon,Software Engineer,SDE III,Senior Engineer,55.98,"Seattle, WA",287000,151000,136000,0,9,7,Full Stack,Male,,,,,,,,,,,
4-10-2020,Facebook,Software Engineer,E4,Software Engineer,30.3,"Menlo Park, CA",260000,165000,75000,20000,4,0,Full Stack,Male,Masters,,,,,,,,,,
4-10-2020,Optimizely,Software Engineer,L3,,,"San Francisco, CA",100000,100000,,0,0,0,Web Development (Front-End),Other,Intern,,,,,,,,,,
4-10-2020,Amazon,Systems Development Engineer,L5,,,"Palo Alto, CA",240000,170000,70000,0,12,1,Site Reliability (SRE),Male,,,,,,,,,,,
4-10-2020,Google,Staffing Services Associate,L2,,,"Mountain View, CA",60000,60000,1000,1000,1,1,SST,Female,,,,,,,,,,,
4-10-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Seattle, WA",187000,147000,40000,0,7,5,Distributed Systems (Back-End),,,,,,,,,,,,
4-10-2020,Amazon,Technical Account Manager,L6,,,"Melbourne, VI, Australia",160000,110000,15000,35000,10,0,DevOps,Male,,,,,,,,,,,
4-10-2020,Siemens,Management Consultant,Entry-level,,,"Lisbon, LI, Portugal",25000,22000,1000,2000,2,2,back office,Male,Masters,,,,,,,,,,
4-10-2020,Facebook,Technical Recruiter,IC5,,,"Menlo Park, CA",202000,150000,30000,23000,10,3.5,Hardware,Female,,,,,,,,,,,
4-10-2020,Oracle,Solution Architect,IC4,,,"San Antonio, TX",290000,180000,110000,0,10,5,Infrastructure and Application Integration,Male,Masters,,,,,,,,,,
4-10-2020,Amazon,Product Manager,Product Manager,,11.76,"Seattle, WA",145000,120000,5000,20000,5,0,Product Management,,Masters,,,,,,,,,,
4-10-2020,Facebook,Software Engineer,E6,Staff Engineer,68.18,"Seattle, WA",588000,240000,300000,48000,13,3,Android,Male,Signon 100k - Masters,,,,,,,,,,
4-10-2020,Google,Software Engineer,L4,Software Engineer,30.61,"Mountain View, CA",300000,155000,115000,30000,7,4,iOS,Male,,,,,,,,,,,
4-10-2020,Dialpad,Software Engineer,SWE,,,"San Francisco, CA",160000,146000,14000,0,6,2,Full Stack,Male,Masters,,,,,,,,,,
4-10-2020,Microsoft,Software Engineer,SDE,Entry Level Engineer,3.98,"Redmond, WA",151000,110000,30000,11000,0,0,Full Stack,Male,"Sign on bonus of 35,000",,,,,,,,,,
4-10-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Seattle, WA",203000,145000,58000,0,7,5,Full Stack,Male,,,,,,,,,,,
4-10-2020,NS8,Software Engineer,3,,,"Las Vegas, NV",160000,160000,,0,15,0,Full Stack,Male,,,,,,,,,,,
4-10-2020,Amazon,Applied Scientist,L6,,,"Seattle, WA",320000,130000,110000,80000,10,1.5,ML / AI,,Masters,,,,,,,,,,
4-10-2020,Google,Software Engineer,L3,Entry Level Engineer,10.2,"Mountain View, CA",225000,140000,60000,25000,3,1,Distributed Systems (Back-End),Male,,,,,,,,,,,
4-10-2020,Petuum Inc,Product Manager,Senior,,,"Sunnyvale, CA",210000,170000,30000,10000,5,1,ML / AI,Female,Masters,,,,,,,,,,
4-10-2020,Google,Hardware Engineer,L4,,,"Mountain View, CA",207000,145000,40000,22000,2,0,Hardware,Male,Masters,,,,,,,,,,
4-10-2020,keeptruckin,Software Engineer,3,,,"San Francisco, CA",210000,155000,40000,15000,4,0,Full Stack,Male,Masters,,,,,,,,,,
4-10-2020,Deloitte,Management Consultant,Manager,,56.06,"San Jose, CA",192000,162000,,30000,10,5,Full Stack,Female,MBA - Masters,,,,,,,,,,
4-10-2020,Amazon,Software Engineering Manager,L6 SDM,,20.83,"Boulder, CO",275000,155000,20000,100000,20,1,Robotics,Male,PhD,,,,,,,,,,
4-10-2020,Credit Karma,Software Engineer,Senior,,,"San Francisco, CA",250000,210000,30000,10000,4,2,Distributed Systems (Back-End),,,,,,,,,,,,
4-10-2020,Wayfair,Associate Director,L5,,,"Boston, MA",335000,180000,120000,35000,10,2,General,,Masters,,,,,,,,,,
4-10-2020,Amazon,Support engineer,L5,,,"Dallas, TX",120000,100000,15000,5000,4,4,DevOps,,,,,,,,,,,,
4-10-2020,MarketAxess,Application Developer,Senior,,,"New York, NY",165000,150000,,15000,4,0,API Development (Back-End),Male,Masters,,,,,,,,,,
4-10-2020,Front,Software Engineer,L2,,,"San Francisco, CA",147000,132000,15000,0,2,1,Full Stack,Male,,,,,,,,,,,
4-10-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Irvine, CA",200000,145000,55000,0,3,3,Full Stack,Male,,,,,,,,,,,
4-10-2020,Affirm,Finance,L9,,,"New York, NY",310000,250000,60000,0,9,1,Finance,,,,,,,,,,,,
4-10-2020,Capital One,Investment Banker,Principal Associate,,32.76,"New York, NY",140000,90000,,50000,4,3,Full Stack,,,,,,,,,,,,
4-11-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Sunnyvale, CA",220000,169000,51000,0,7,2,Full Stack,Male,Masters,,,,,,,,,,
4-11-2020,Microsoft,Software Engineer,SDE II,Software Engineer,21.59,"Bellevue, WA",178000,132000,7000,39000,2,0,Site Reliability (SRE),Male,Bonuses are $0-13000 stock and 0-20% cash based on performance; Additional clearance bonus 15-25% cash; $20000 cash and $75000 stock signing - Masters,,,,,,,,,,
4-11-2020,ByteDance,Product Manager,2-1,,,"Beijing, BJ, China",52000,36000,,16000,1,0.5,Analytics,Male,Masters,,,,,,,,,,
4-11-2020,Maxeler Technologies Limited,Software Engineer,Intern,,,"London, EN, United Kingdom",28000,28000,,0,0,0,Full Stack,Male,Accommodation is provided for the length of the internship.,,,,,,,,,,
4-11-2020,Capital One,Software Engineer,Associate Software Eng,Entry Level Engineer,6.73,"New York, NY",126000,106000,,20000,0,0,Full Stack,Male,I interned over the summer. My sign on was 15k and end of year bonus ranges from 5-7k. Generally you can get a promotion every 2 years and 25% sal inc each time.,,,,,,,,,,
4-11-2020,Coolblue,Software Engineer,Senior,,,"Rotterdam, ZH, Netherlands",57000,57000,,0,6,2,Web Development (Front-End),Male,,,,,,,,,,,
4-11-2020,Accenture,Management Consultant,L7,,,"Florham Park, NJ",250000,215000,,35000,5,0,Life Sciences,Male,PhD,,,,,,,,,,
4-11-2020,JPMorgan Chase,Software Engineer,Associate,Entry Level Engineer,9.52,"Columbus, OH",110000,110000,,5000,3,0,iOS,Male,Relocation assistance - $5K - Masters,,,,,,,,,,
4-11-2020,KPMG,Management Consultant,Director,,,"Dallas, TX",225000,210000,,15000,18,4,iOS,,Masters,,,,,,,,,,
4-11-2020,Catalant Technologies,Software Engineer,Principal,,,"Rochester, NY",170000,170000,,0,25,1,Full Stack,Male,,,,,,,,,,,
4-11-2020,Industrial Alliance,Product Manager,Staff,,,"Montreal, QC, Canada",45000,42000,1000,2000,2,2,API Development (Back-End),Male,,,,,,,,,,,
4-11-2020,Tesla,Software Engineer,SDE II,,,"Fremont, CA",167000,135000,32000,0,3,0,API Development (Back-End),Male,Masters,,,,,,,,,,
4-11-2020,Figma,Product Designer,3,,,"San Francisco, CA",200000,160000,40000,0,5,1,Mobile (iOS + Android),Female,,,,,,,,,,,
4-11-2020,Apple,Software Engineer,ICT3,Software Engineer,25,"Sunnyvale, CA",224000,150000,27000,50000,2,0,Distributed Systems (Back-End),Male,,,,,,,,,,,
4-11-2020,Guidewire Software,Software Engineer,Senior,,,"San Mateo, CA",275000,187000,71000,17000,20,4.5,Distributed Systems (Back-End),Male,,,,,,,,,,,
4-11-2020,Bukalapak,Product Designer,Associate,,,"Jakarta, JK, Indonesia",10000,7000,,3000,2,0,Mobile (iOS + Android),Male,,,,,,,,,,,
4-11-2020,Twitter,Software Engineer,Software Engineer (SWE),Entry Level Engineer,10.1,"New York, NY",172000,140000,18000,14000,1,0,Distributed Systems (Back-End),Male,,,,,,,,,,,
4-11-2020,Bukalapak,Product Designer,Product Designer I,,,"Jakarta, JK, Indonesia",12000,10000,,2000,4,2,"Mobile (iOS+Android+Web), Web Desktop",Male,,,,,,,,,,,
4-11-2020,Twitter,Software Engineer,SWE II,Software Engineer,30.3,"New York, NY",223000,155000,45000,23000,2,1,Distributed Systems (Back-End),Male,,,,,,,,,,,
4-11-2020,Zillow,Software Engineering Manager,M4,,,"Seattle, WA",314000,203000,110000,0,8,6,Distributed Systems (Back-End),Male,Masters and PhD,,,,,,,,,,
4-11-2020,Google,Software Engineer,L4,Software Engineer,30.61,"Hyderabad, TS, India",73000,42000,25000,6000,7,0,Full Stack,Male,,,,,,,,,,,
4-11-2020,codenation,Software Engineer,sde2,,,"Bangalore, KA, India",54000,54000,,0,3,3,Distributed Systems (Back-End),Male,na - Masters,,,,,,,,,,
4-11-2020,Zalando,Software Engineer,C7,,,"Berlin, BE, Germany",82000,82000,,0,3,0,Android,Male,,,,,,,,,,,
4-11-2020,Uber,Software Engineering Manager,Sr Eng Manager,,46.67,"Sofia, SF, Bulgaria",320000,118000,180000,27000,19,2,Distributed Systems (Back-End),Male,Masters,,,,,,,,,,
4-11-2020,Intel,Hardware Engineer,Grade 8,,,"Hillsboro, OR",200000,150000,28000,22000,4,4,Hardware,,PhD,,,,,,,,,,
4-11-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Seattle, WA",205000,139000,66000,0,7,3,Distributed Systems (Back-End),Male,Masters,,,,,,,,,,
4-11-2020,Kitab Sawti,Software Engineer,Mid-level,,,"Stockholm, ST, Sweden",66000,66000,,0,2,1.5,Android,Male,,,,,,,,,,,
4-11-2020,IBM,Data Scientist,6,,,"Stockholm, ST, Sweden",45000,45000,,0,1,1,Full Stack,,Masters,,,,,,,,,,
4-11-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Dublin, DN, Ireland",140000,105000,,35000,7,0,Networking,Male,Masters,,,,,,,,,,
4-11-2020,Panasonic Avionics,Software Engineer,4,,,"Lake Forest, CA",140000,132000,,8000,22,22,Networking,Male,,,,,,,,,,,
4-11-2020,Amazon,Software Engineer,SDE III,Senior Engineer,55.98,"San Francisco, CA",320000,170000,150000,0,10,1,Distributed Systems (Back-End),Male,PhD,,,,,,,,,,
4-11-2020,Cisco,Software Engineer,Software Engineer IV,Software Engineer,39.18,"San Jose, CA",220000,150000,50000,20000,8,8,Networking,Male,Masters,,,,,,,,,,
4-11-2020,Cisco,Software Engineer,Software Engineer 1,Entry Level Engineer,5.15,"Ottawa, ON, Canada",76000,61000,8000,7000,1,0,Testing (SDET),Male,,,,,,,,,,,
4-11-2020,Amazon,Software Engineer,SDE I,Entry Level Engineer,10.87,"Hyderabad, TS, India",19000,15000,4000,0,0,0,Full Stack,Male,,,,,,,,,,,
4-11-2020,Nvidia,Software Engineer,IC3,Software Engineer,25.1,"Santa Clara, CA",205000,170000,25000,10000,2,0,ML / AI,Male,"Signing bonus - $35,000 - Masters",,,,,,,,,,
4-11-2020,Bloomberg,Software Engineer,Software Engineer,Entry Level Engineer,15.59,"New York, NY",160000,142000,,18000,1,0,Full Stack,Male,,,,,,,,,,,
4-11-2020,HubSpot,Software Engineer,Entry,,,"Cambridge, MA",145000,120000,10000,15000,0,0,API Development (Back-End),Female,,,,,,,,,,,
4-11-2020,Cornerstone OnDemand,Software Engineering Manager,Technical Lead,,,"Santa Monica, CA",187000,161000,10000,16000,13,7,Full Stack,Female,,,,,,,,,,,
4-11-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Berlin, BE, Germany",103000,85000,18000,0,2,1,ML / AI,Male,Masters,,,,,,,,,,
4-11-2020,Cisco,Techinical Leader,Grade 11,,,"San Jose, CA",260000,180000,50000,30000,9,0,Networking,Male,Masters,,,,,,,,,,
4-11-2020,Stitch Fix,Product Designer,5,,,"San Francisco, CA",175000,140000,35000,0,3,1,User Experience,Female,,,,,,,,,,,
4-11-2020,Oracle,Software Engineer,IC-4,Senior Engineer,50,"Seattle, WA",290000,160000,100000,30000,9,0,Distributed Systems (Back-End),Male,Masters,,,,,,,,,,
4-11-2020,Robinhood,Software Engineer,L3,,,"Menlo Park, CA",412000,200000,200000,12000,5,0,Distributed Systems (Back-End),Male,Masters,,,,,,,,,,
4-11-2020,Philips,Software Engineer,40,,,"Bangalore, KA, India",10000,9000,,2000,1,1,C++ software development,Male,I am looking for internship.,,,,,,,,,,
4-11-2020,Google,Financial Analyst,L5,,,"Mountain View, CA",265000,150000,85000,30000,10,4,Finance,Male,Masters,,,,,,,,,,
4-11-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Tokyo, TY, Japan",150000,100000,50000,0,8,2,iOS,Male,,,,,,,,,,,
4-11-2020,Twitter,Software Engineer,Software Engineer (SWE),Entry Level Engineer,10.1,"San Francisco, CA",190000,137000,40000,13000,1,1,Android,,,,,,,,,,,,
4-11-2020,Microsoft,Software Engineering Manager,66,,43.33,"Redmond, WA",370000,225000,100000,45000,20,20,Distributed Systems (Back-End),,,,,,,,,,,,
4-11-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"London, EN, United Kingdom",130000,80000,50000,0,4,3,Full Stack,Male,,,,,,,,,,,
4-11-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Seattle, WA",254000,150000,104000,0,4,4,Distributed Systems (Back-End),Male,,,,,,,,,,,
4-11-2020,Facebook,Product Specialist,IC4,,,"Seattle, WA",140000,120000,10000,10000,5,1,Support,,Masters,,,,,,,,,,
4-12-2020,Amazon,Hardware Engineer,L5,,,"Seattle, WA",200000,145000,30000,25000,7,0.5,Hardware Development Engineer,,Sign On 55K + 35K - Masters,,,,,,,,,,
4-12-2020,GHX,Software Engineer,2,,,"Louisville, CO",92000,92000,,0,7,3,DevOps,Male,Masters,,,,,,,,,,
4-12-2020,eBay,Software Engineer,SE 3,Software Engineer,30.5,"San Jose, CA",190000,146000,30000,14000,4,4,API Development (Back-End),Female,Masters,,,,,,,,,,
4-12-2020,Microsoft,Product Manager,59,,1.52,"Redmond, WA",155000,110000,20000,25000,0,0,Azure,Male,,,,,,,,,,,
4-12-2020,Telus,Marketing Operations,Marketing Manager,,,"Vancouver, BC, Canada",61000,55000,,6000,6,4,Marketing,Male,,,,,,,,,,,
4-12-2020,Booking.com,Software Engineer,Core Software Engineer,,,"Amsterdam, NH, Netherlands",108000,93000,,15000,5,0,API Development (Back-End),Male,Masters,,,,,,,,,,
4-12-2020,Nvidia,Software Engineer,IC2,Entry Level Engineer,11.52,"Santa Clara, CA",154000,135000,19000,0,2,0,ML / AI,Male,"15000 - Joining Bonus, 6000 - Relocation Bonus - Masters",,,,,,,,,,
4-12-2020,Enrst and Young LLP,Management Consultant,Senior Consultant,,,"Denver, CO",215000,170000,,45000,4,0,Strategy,Male,Masters,,,,,,,,,,
4-12-2020,Bell,Senior data scientist,Senior data scientist,,,"Toronto, ON, Canada",172000,172000,,0,7,0,ML / AI,Female,PhD,,,,,,,,,,
4-12-2020,Samsung,Software Engineer,L3,,,"Bangalore, KA, India",33000,23000,,10000,2,2,API Development (Back-End),Male,,,,,,,,,,,
4-12-2020,Deloitte,Management Consultant,Consultant,,18.18,"Washington, DC",104000,98000,,6000,4,2,Finance,Female,Masters,,,,,,,,,,
4-12-2020,Amazon,Technical Program Manager,L5,,,"Luxembourg, LU, Luxembourg",85000,69000,8000,8000,2,2,Project Management,Male,Masters,,,,,,,,,,
4-12-2020,McKinsey,Management Consultant,Engagement Manager,,56.06,"New York, NY",230000,180000,,50000,9,4,iOS,Male,Masters,,,,,,,,,,
4-12-2020,Ernst and Young,Digital Strategist,Senior Manager,,,"Los Angeles, CA",260000,240000,,20000,11,8,Digital Strategist,Male,,,,,,,,,,,
4-12-2020,Amazon,Software Engineer,SDE I,Entry Level Engineer,10.87,"Edinburgh, SC, United Kingdom",74000,60000,14000,0,0,0,Full Stack,,,,,,,,,,,,
4-12-2020,Ernst and Young,Management Consultant,Senior Manager,,69.19,"New York, NY",215000,200000,,15000,10,1,Compliance,Other,,,,,,,,,,,
4-12-2020,Lyft,Product Manager,L3,,,"San Francisco, CA",198000,138000,60000,0,1,1,Full Stack,,,,,,,,,,,,
4-12-2020,Oracle,Software Engineer,Smts,,,"Bengaluru, KA, India",70000,59000,11000,0,7,0,Distributed Systems (Back-End),Male,Masters,,,,,,,,,,
4-12-2020,Reed Business,Senior Director,Senior Director,,,"Portland, OR",235000,220000,,15000,35,1,Full Stack,Female,Masters,,,,,,,,,,
4-12-2020,Roland Berger,Management Consultant,intern,,,"Toronto, ON, Canada",36000,36000,,0,0,0,Consulting,,,,,,,,,,,,
4-12-2020,Deloitte,Data Scientist,Senior Consultant,,,"Washington, DC",144000,120000,,24000,26,1,ML / AI,Male,Masters,,,,,,,,,,
4-12-2020,Microsoft,Software Engineer,SDE,Entry Level Engineer,3.98,"Redmond, WA",128000,115000,13000,0,0,0,Full Stack,,Signing bonus: 15000,,,,,,,,,,
4-12-2020,Salesforce,Software Engineer,SMTS,,,"Atlanta, GA",160000,145000,,14000,23,1,Android,Male,Masters,,,,,,,,,,
4-12-2020,Microsoft,Software Engineer,SDE II,Software Engineer,21.59,"Bellevue, WA",182000,127000,44000,11000,2,2,API Development (Back-End),Male,,,,,,,,,,,
4-12-2020,Ernst and Young,Management Consultant,Manager,,56.06,"Chicago Heights, IL",130000,125000,,5000,10,3,Risk,,Masters,,,,,,,,,,
4-12-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Cambridge, MA",195000,135000,60000,0,4,4,Full Stack,Male,Masters,,,,,,,,,,
4-12-2020,Walmart,Data Scientist,4,,,"San Bruno, CA",189000,144000,20000,25000,3,2,ML / AI,Male,Masters,,,,,,,,,,
4-12-2020,Dell,Software Engineer,Distinguished Engineer,,,"Santa Clara, CA",440000,240000,140000,60000,10,8,Distributed Systems (Back-End),,Masters,,,,,,,,,,
4-12-2020,Comscore,Software Engineer,Senior software engineer,,,"Virginia Beach, VA",120000,120000,,0,4,1,Distributed Systems (Back-End),Male,Masters,,,,,,,,,,
4-12-2020,Walmart Labs,Software Engineer,Staff Software Engineer,Staff Engineer,68.62,"San Diego, CA",296000,201000,55000,41000,12,5,Full Stack,Male,,,,,,,,,,,
4-12-2020,Wayfair,Software Engineer,L3,Senior Engineer,48.21,"Boston, MA",175000,137000,25000,13000,7,2,Full Stack,Male,Masters,,,,,,,,,,
4-12-2020,Mozilla,Software Engineer,Staff Software Engineer,,,"San Francisco, CA",255000,198000,,57000,15,5,Full Stack,,,,,,,,,,,,
4-12-2020,T-Mobile,Software Engineer,intern,,,"Bellevue, WA",53000,53000,,0,0,0,Distributed Systems (Back-End),Male,,,,,,,,,,,
4-12-2020,Facebook,Software Engineer,E4,Software Engineer,30.3,"Menlo Park, CA",276000,160000,100000,16000,4,0,iOS,Male,PhD,,,,,,,,,,
4-12-2020,Starbucks,Software Engineer,Lead application developer,,,"Seattle, WA",181000,154000,12000,15000,5,2,API Development (Back-End),,,,,,,,,,,,
4-12-2020,LinkedIn,Software Engineer,Software Engineer,Entry Level Engineer,10.1,"Sunnyvale, CA",215000,150000,50000,15000,6,0,Site Reliability (SRE),Male,,,,,,,,,,,
4-12-2020,Microsoft,Software Engineer,SDE II,Software Engineer,21.59,"Sunnyvale, CA",178000,138000,20000,20000,1,0,ML / AI,Male,Masters,,,,,,,,,,
4-12-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Seattle, WA",206000,146000,60000,0,3,3,Distributed Systems (Back-End),,,,,,,,,,,,
4-12-2020,Cisco,Software Engineer,G10,,,"Austin, TX",180000,140000,20000,20000,9,1,API Development (Back-End),,,,,,,,,,,,
4-12-2020,Google,Software Engineer,L6,Staff Engineer,68.88,"Mountain View, CA",450000,200000,200000,50000,5,5,Distributed Systems (Back-End),Other,,,,,,,,,,,
4-12-2020,Citrix Systems Inc,Software Engineer,Principal Software Engineer,Distinguished Engineer,93.14,"Santa Clara, CA",295000,200000,60000,35000,20,5,Networking,,,,,,,,,,,,
4-12-2020,Amazon,Product Manager,Senior Product Manager,,35.29,"Palo Alto, CA",235000,170000,25000,40000,12,1,Product marketing,Male,Masters,,,,,,,,,,
4-12-2020,Amazon,Technical Program Manager,L6,,,"Sunnyvale, CA",260000,184000,75000,0,20,3,NLP,Male,,,,,,,,,,,
4-12-2020,Google,Software Engineer,L3,Entry Level Engineer,10.2,"San Francisco, CA",184000,120000,40000,20000,1,0,Android,Male,,,,,,,,,,,
4-12-2020,Uber,Product Manager,Product Manager II,,40.5,"Palo Alto, CA",312000,170000,107000,35000,8,1.5,Distributed Systems (Back-End),Female,Masters,,,,,,,,,,
4-12-2020,Amazon Wen Services,Product Manager,L6,,,"Seattle, WA",204000,140000,64000,0,9,2,ML / AI,Male,Masters,,,,,,,,,,
4-12-2020,Facebook,Software Engineering Manager,M1,,19.78,"Menlo Park, CA",600000,250000,300000,50000,20,4,ML / AI,Male,PhD,,,,,,,,,,
4-12-2020,Amazon,Product Manager,Principal Product Manager,,58.82,"Palo Alto, CA",260000,180000,80000,0,8,4,ML / AI,,,,,,,,,,,,
4-12-2020,Walmart Labs,Software Engineer,Principal Software Engineer,Principal Engineer,85.11,"Sunnyvale, CA",360000,208000,52000,100000,14,4,Full Stack,Male,Masters,,,,,,,,,,
4-13-2020,Morningstar,Quantitative Analyst,Senior,,,"Chicago, IL",126000,105000,,21000,3,3,Finance,Male,Masters,,,,,,,,,,
4-13-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Seattle, WA",185000,146000,32000,7000,2,2,API Development (Back-End),Male,,,,,,,,,,,
4-13-2020,Facebook,Data Scientist,E4,,,"Menlo Park, CA",200000,150000,37000,10000,3,0,Data scientist,Other,Masters,,,,,,,,,,
4-13-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Seattle, WA",215000,145000,70000,0,7,2.5,Full Stack,Male,,,,,,,,,,,
